4.000000	3.464102	3.464102
64
0.500000	0.500000	0.500000
1.500000	0.500000	0.500000
2.500000	0.500000	0.500000
3.500000	0.500000	0.500000
1.000000	1.366025	0.500000
2.000000	1.366025	0.500000
3.000000	1.366025	0.500000
4.000000	1.366025	0.500000
0.500000	2.232051	0.500000
1.500000	2.232051	0.500000
2.500000	2.232051	0.500000
3.500000	2.232051	0.500000
1.000000	3.098076	0.500000
2.000000	3.098076	0.500000
3.000000	3.098076	0.500000
4.000000	3.098076	0.500000
0.933013	0.933013	1.366025
1.933013	0.933013	1.366025
2.933013	0.933013	1.366025
3.933013	0.933013	1.366025
1.433013	1.799038	1.366025
2.433013	1.799038	1.366025
3.433013	1.799038	1.366025
4.433013	1.799038	1.366025
0.933013	2.665064	1.366025
1.933013	2.665064	1.366025
2.933013	2.665064	1.366025
3.933013	2.665064	1.366025
1.433013	3.531089	1.366025
2.433013	3.531089	1.366025
3.433013	3.531089	1.366025
4.433013	3.531089	1.366025
0.500000	0.500000	2.232051
1.500000	0.500000	2.232051
2.500000	0.500000	2.232051
3.500000	0.500000	2.232051
1.000000	1.366025	2.232051
2.000000	1.366025	2.232051
3.000000	1.366025	2.232051
4.000000	1.366025	2.232051
0.500000	2.232051	2.232051
1.500000	2.232051	2.232051
2.500000	2.232051	2.232051
3.500000	2.232051	2.232051
1.000000	3.098076	2.232051
2.000000	3.098076	2.232051
3.000000	3.098076	2.232051
4.000000	3.098076	2.232051
0.933013	0.933013	3.098076
1.933013	0.933013	3.098076
2.933013	0.933013	3.098076
3.933013	0.933013	3.098076
1.433013	1.799038	3.098076
2.433013	1.799038	3.098076
3.433013	1.799038	3.098076
4.433013	1.799038	3.098076
0.933013	2.665064	3.098076
1.933013	2.665064	3.098076
2.933013	2.665064	3.098076
3.933013	2.665064	3.098076
1.433013	3.531089	3.098076
2.433013	3.531089	3.098076
3.433013	3.531089	3.098076
4.433013	3.531089	3.098076
