5.656854	3.464102	3.464102
64
0.500000	0.500000	0.500000
1.914214	0.500000	0.500000
3.328427	0.500000	0.500000
4.742641	0.500000	0.500000
1.207107	1.366025	0.500000
2.621320	1.366025	0.500000
4.035534	1.366025	0.500000
5.449747	1.366025	0.500000
0.500000	2.232051	0.500000
1.914214	2.232051	0.500000
3.328427	2.232051	0.500000
4.742641	2.232051	0.500000
1.207107	3.098076	0.500000
2.621320	3.098076	0.500000
4.035534	3.098076	0.500000
5.449747	3.098076	0.500000
1.207107	0.500000	1.366025
2.621320	0.500000	1.366025
4.035534	0.500000	1.366025
5.449747	0.500000	1.366025
0.500000	1.366025	1.366025
1.914214	1.366025	1.366025
3.328427	1.366025	1.366025
4.742641	1.366025	1.366025
1.207107	2.232051	1.366025
2.621320	2.232051	1.366025
4.035534	2.232051	1.366025
5.449747	2.232051	1.366025
0.500000	3.098076	1.366025
1.914214	3.098076	1.366025
3.328427	3.098076	1.366025
4.742641	3.098076	1.366025
0.500000	0.500000	2.232051
1.914214	0.500000	2.232051
3.328427	0.500000	2.232051
4.742641	0.500000	2.232051
1.207107	1.366025	2.232051
2.621320	1.366025	2.232051
4.035534	1.366025	2.232051
5.449747	1.366025	2.232051
0.500000	2.232051	2.232051
1.914214	2.232051	2.232051
3.328427	2.232051	2.232051
4.742641	2.232051	2.232051
1.207107	3.098076	2.232051
2.621320	3.098076	2.232051
4.035534	3.098076	2.232051
5.449747	3.098076	2.232051
1.207107	0.500000	3.098076
2.621320	0.500000	3.098076
4.035534	0.500000	3.098076
5.449747	0.500000	3.098076
0.500000	1.366025	3.098076
1.914214	1.366025	3.098076
3.328427	1.366025	3.098076
4.742641	1.366025	3.098076
1.207107	2.232051	3.098076
2.621320	2.232051	3.098076
4.035534	2.232051	3.098076
5.449747	2.232051	3.098076
0.500000	3.098076	3.098076
1.914214	3.098076	3.098076
3.328427	3.098076	3.098076
4.742641	3.098076	3.098076
