250
0	5.773503
0	5.773503
0	5.773503
0.000000	0.000000	0.000000	1.000000
0.577350	0.577350	0.577350	1.000000
1.154701	0.000000	0.000000	1.000000
1.732051	0.577350	0.577350	1.000000
2.309401	0.000000	0.000000	1.000000
2.886751	0.577350	0.577350	1.000000
3.464102	0.000000	0.000000	1.000000
4.041452	0.577350	0.577350	1.000000
4.618802	0.000000	0.000000	1.000000
5.196152	0.577350	0.577350	1.000000
0.000000	1.154701	0.000000	1.000000
0.577350	1.732051	0.577350	1.000000
1.154701	1.154701	0.000000	1.000000
1.732051	1.732051	0.577350	1.000000
2.309401	1.154701	0.000000	1.000000
2.886751	1.732051	0.577350	1.000000
3.464102	1.154701	0.000000	1.000000
4.041452	1.732051	0.577350	1.000000
4.618802	1.154701	0.000000	1.000000
5.196152	1.732051	0.577350	1.000000
0.000000	2.309401	0.000000	1.000000
0.577350	2.886751	0.577350	1.000000
1.154701	2.309401	0.000000	1.000000
1.732051	2.886751	0.577350	1.000000
2.309401	2.309401	0.000000	1.000000
2.886751	2.886751	0.577350	1.000000
3.464102	2.309401	0.000000	1.000000
4.041452	2.886751	0.577350	1.000000
4.618802	2.309401	0.000000	1.000000
5.196152	2.886751	0.577350	1.000000
0.000000	3.464102	0.000000	1.000000
0.577350	4.041452	0.577350	1.000000
1.154701	3.464102	0.000000	1.000000
1.732051	4.041452	0.577350	1.000000
2.309401	3.464102	0.000000	1.000000
2.886751	4.041452	0.577350	1.000000
3.464102	3.464102	0.000000	1.000000
4.041452	4.041452	0.577350	1.000000
4.618802	3.464102	0.000000	1.000000
5.196152	4.041452	0.577350	1.000000
0.000000	4.618802	0.000000	1.000000
0.577350	5.196152	0.577350	1.000000
1.154701	4.618802	0.000000	1.000000
1.732051	5.196152	0.577350	1.000000
2.309401	4.618802	0.000000	1.000000
2.886751	5.196152	0.577350	1.000000
3.464102	4.618802	0.000000	1.000000
4.041452	5.196152	0.577350	1.000000
4.618802	4.618802	0.000000	1.000000
5.196152	5.196152	0.577350	1.000000
0.000000	0.000000	1.154701	1.000000
0.577350	0.577350	1.732051	1.000000
1.154701	0.000000	1.154701	1.000000
1.732051	0.577350	1.732051	1.000000
2.309401	0.000000	1.154701	1.000000
2.886751	0.577350	1.732051	1.000000
3.464102	0.000000	1.154701	1.000000
